epoch,train_loss,val_loss,gen_loss,disc_loss
1,16.49009536743164,0.16212281212210655,16.49009536743164,0.24761507531007132
2,12.69903347015381,0.148222167044878,12.69903347015381,0.30241388460000357
3,12.552691383361816,0.11894295364618301,12.552691383361816,0.341631844441096
4,10.64429832458496,0.11482229642570019,10.64429832458496,0.49543833444515867
5,11.25713015238444,0.1329764612019062,11.25713015238444,0.39324939529101055
6,11.128601239522299,0.16181058436632156,11.128601239522299,0.3683634688456853
7,10.682141838073731,0.24605030938982964,10.682141838073731,0.40589230726162595
8,11.49133083343506,0.1093188039958477,11.49133083343506,0.1773545416072011
9,12.517878150939941,0.11246533319354057,12.517878150939941,0.014905756333221993
10,12.796064491271972,0.09999518096446991,12.796064491271972,0.010291308704763651
11,13.324865938822429,0.10934768430888653,13.324865938822429,0.006755305798724294
12,13.676236775716147,0.10578034818172455,13.676236775716147,0.003714314755052328
13,12.402614192962647,0.10577505454421043,12.402614192962647,0.21907533820097644
14,9.267704149881999,0.11551108956336975,9.267704149881999,0.524546331167221
15,10.581322580973307,0.1285751909017563,10.581322580973307,0.3251217246055603
16,11.40644224802653,0.14173901453614235,11.40644224802653,0.20381953289732338
17,12.286455256144206,0.12820224650204182,12.286455256144206,0.008863111070046822
18,12.848822746276856,0.13910260424017906,12.848822746276856,0.00652691276744008
19,13.5632603708903,0.11557244323194027,13.5632603708903,0.0028895242294917503
20,13.045825831095378,0.1582297533750534,13.045825831095378,0.0038464303283641736
21,13.698185660044352,0.10475618578493595,13.698185660044352,0.14664975296395522
22,8.947744305928548,0.1319648139178753,8.947744305928548,0.5497528743743897
23,9.683728917439778,0.11425221152603626,9.683728917439778,0.49439778010050456
24,11.18166384379069,0.1913653165102005,11.18166384379069,0.24753322294602792
25,12.225033162434896,0.11324653588235378,12.225033162434896,0.10446415871381759
26,13.038366559346517,0.13702060282230377,13.038366559346517,0.007800650680437684
27,14.309377708435058,0.15665876120328903,14.309377708435058,0.012044358905404806
28,14.129302775065105,0.09385707601904869,14.129302775065105,0.0017259340236584345
29,14.126389427185059,0.10213235020637512,14.126389427185059,0.0016585026277850072
30,14.123929061889648,0.10374541953206062,14.123929061889648,0.0022209878351228934
31,14.03411190032959,0.11897915042936802,14.03411190032959,0.0018619474885053933
32,14.464214757283528,0.12112933024764061,14.464214757283528,0.00399487061581264
33,14.034407475789388,0.1297101005911827,14.034407475789388,0.0021414814532424013
34,14.069007453918458,0.15046720951795578,14.069007453918458,0.0027268101694062352
35,15.46734836578369,0.10884951986372471,15.46734836578369,0.004670299576440205
36,15.316316121419272,0.09980456903576851,15.316316121419272,0.0015354174631647766
37,14.626695734659831,0.12252341210842133,14.626695734659831,0.0010173243843019009
38,14.260733159383138,0.12624899484217167,14.260733159383138,0.0011027036762485901
39,14.177151565551759,0.14625116810202599,14.177151565551759,0.0011336261173710226
40,14.30382713317871,0.16289273649454117,14.30382713317871,0.001162826738630732
41,14.5109450785319,0.19270633533596992,14.5109450785319,0.0018716531588385502
42,14.748262468973795,0.192138459533453,14.748262468973795,0.0027266463513175646
43,15.215427983601888,0.18541700765490532,15.215427983601888,0.002123836820634703
44,16.175147908528647,0.1344713643193245,16.175147908528647,0.05804850051024308
45,14.176355768839517,0.13027437403798103,14.176355768839517,0.21189565426980456
46,13.80652988433838,0.10979370959103107,13.80652988433838,0.20202916210517288
47,11.42074858347575,0.11935491301119328,11.42074858347575,0.30035830482840536
48,10.260887387593588,0.11997268907725811,10.260887387593588,0.3572858786582947
49,9.71384459177653,0.11157022975385189,9.71384459177653,0.36659623463948565
50,9.604404411315919,0.10798351280391216,9.604404411315919,0.3724267719189326
