epoch,train_loss,val_loss,gen_loss,disc_loss
1,19.055214703877766,0.12465081736445427,19.055214703877766,0.4127296853065491
2,13.972983830769858,0.1003471240401268,13.972983830769858,0.24940033694108327
3,13.145058555603027,0.10515356995165348,13.145058555603027,0.28596683859825134
4,13.715402437845865,0.12432685308158398,13.715402437845865,0.3040541802595059
5,13.904877866109212,0.1063013356178999,13.904877866109212,0.2419162391250332
6,11.974073575337728,0.16561216488480568,11.974073575337728,0.4893310499191284
7,13.70051155090332,0.1015183087438345,13.70051155090332,0.20180125186840694
8,14.553862444559734,0.10345856286585331,14.553862444559734,0.010082521326839924
9,14.476992073059082,0.08703553676605225,14.476992073059082,0.0049522287895282105
10,14.81913180033366,0.09002761729061604,14.81913180033366,0.0037826908876498542
11,14.597453308105468,0.10820185206830502,14.597453308105468,0.004261067500337958
12,15.279628613789876,0.09739234112203121,15.279628613789876,0.0035512553062289954
13,15.712050170898438,0.09496008232235909,15.712050170898438,0.002493936945684254
14,13.375386327107748,0.11494159884750843,13.375386327107748,0.3546266233781353
15,10.900089937845866,0.12581174448132515,10.900089937845866,0.5477675906817119
16,11.15181229909261,0.10035701841115952,11.15181229909261,0.5224243396520615
17,12.174752362569173,0.12476055137813091,12.174752362569173,0.39892596393823626
18,13.849242134094238,0.08701820112764835,13.849242134094238,0.045584025898327434
19,14.412903811136882,0.08612665720283985,14.412903811136882,0.00583464269215862
20,12.55175729115804,0.10379084385931492,12.55175729115804,0.34597578283709784
21,13.303138593037923,0.10458789579570293,13.303138593037923,0.22337009254842996
22,15.020281016031902,0.17125940695405006,15.020281016031902,0.00929723576642573
23,15.033066291809082,0.1227058470249176,15.033066291809082,0.0029135189205408097
24,14.92401907602946,0.09067468903958797,14.92401907602946,0.001980346486282845
25,15.16670166015625,0.09299941547214985,15.16670166015625,0.001613292753851662
26,15.272618420918782,0.08766350895166397,15.272618420918782,0.0016599284190063675
27,15.614673639933269,0.08254173770546913,15.614673639933269,0.0028944079500312606
28,15.324028104146322,0.09635404124855995,15.324028104146322,0.003195333407881359
29,11.049814122517903,0.1373621840029955,11.049814122517903,0.5975607390950124
30,11.338706614176433,0.093022046610713,11.338706614176433,0.4275867906212807
31,11.721394755045573,0.11627993918955326,11.721394755045573,0.36316280474265417
32,13.66400868733724,0.10166213288903236,13.66400868733724,0.11450511916230122
33,14.113134485880535,0.10743844881653786,14.113134485880535,0.0698255208445092
34,14.751416447957357,0.0916807260364294,14.751416447957357,0.007977660630519192
35,14.334826914469401,0.12202507071197033,14.334826914469401,0.20364653210466108
36,12.95539909362793,0.08949370309710503,12.95539909362793,0.1835550348026057
37,14.02384874979655,0.09212270192801952,14.02384874979655,0.022958914848665395
38,14.630018272399901,0.08841617964208126,14.630018272399901,0.014235813394188881
39,14.814961077372233,0.0987409446388483,14.814961077372233,0.009499832309472064
40,14.866589063008627,0.09306293353438377,14.866589063008627,0.004458116001139084
41,14.492450167338053,0.10098287649452686,14.492450167338053,0.10250195141105602
42,14.186853764851888,0.10227281041443348,14.186853764851888,0.17762114306290944
43,13.810290756225585,0.1300988793373108,13.810290756225585,0.17350356932729483
44,14.939922281901042,0.09806601516902447,14.939922281901042,0.02210958831012249
45,14.543172785441081,0.099073501303792,14.543172785441081,0.041056219261760514
46,14.204585914611817,0.10731764137744904,14.204585914611817,0.0884757183243831
47,12.919717241923014,0.1285039559006691,12.919717241923014,0.2787339084222913
48,11.480759569803874,0.10315902531147003,11.480759569803874,0.3104704584678014
49,10.702937418619792,0.1009807288646698,10.702937418619792,0.3898198773463567
50,10.053531672159831,0.09522009640932083,10.053531672159831,0.4809455211957296
