epoch,train_loss,val_loss,gen_loss,disc_loss
1,32.63175760904948,0.11384683288633823,32.63175760904948,0.38040046582619347
2,23.426223754882812,0.09995088540017605,23.426223754882812,0.1494028769681851
3,21.500707778930664,0.09903299435973167,21.500707778930664,0.16067585503061613
4,20.42519131978353,0.10946333408355713,20.42519131978353,0.2780943584442139
5,20.1138050587972,0.1087172869592905,20.1138050587972,0.4914260505636533
6,20.40570971171061,0.0998262744396925,20.40570971171061,0.403328013420105
7,20.480831629435222,0.1021557617932558,20.480831629435222,0.36610958764950435
8,19.74273587544759,0.10635536350309849,19.74273587544759,0.3572355152169863
9,20.53220245361328,0.09626769460737705,20.53220245361328,0.31636344651381176
10,21.251658503214518,0.10603709891438484,21.251658503214518,0.278390764221549
11,20.57903668721517,0.0921952836215496,20.57903668721517,0.11887316826110085
12,20.450329920450848,0.09094109758734703,20.450329920450848,0.005010596460973223
13,20.43814646402995,0.08547613397240639,20.43814646402995,0.002821314134635031
14,19.8054288482666,0.09754711203277111,19.8054288482666,0.20938514755417903
15,19.5917982228597,0.11667690798640251,19.5917982228597,0.38417942305405933
16,20.320727411905924,0.09853682480752468,20.320727411905924,0.3170249175777038
17,20.28894391377767,0.08999741077423096,20.28894391377767,0.09328832900151611
18,20.802235895792645,0.07865414395928383,20.802235895792645,0.004639801292990645
19,21.429990641276042,0.13302997313439846,21.429990641276042,0.007974760940608878
20,21.49017194112142,0.1779826655983925,21.49017194112142,0.2352046955594172
21,21.44629150390625,0.08772807009518147,21.44629150390625,0.034039153593281905
22,21.232264099121092,0.08683041855692863,21.232264099121092,0.004192681772013505
23,21.611140721638996,0.11552612110972404,21.611140721638996,0.09065286867165318
24,19.99385612487793,0.10379055701196194,19.99385612487793,0.242358527140071
25,20.171933746337892,0.10552116483449936,20.171933746337892,0.16008178668096662
26,19.556396764119466,0.09103565476834774,19.556396764119466,0.32169705361127854
27,20.525588506062824,0.13272791728377342,20.525588506062824,0.16494026981294155
28,19.951956481933593,0.16572461649775505,19.951956481933593,0.16839386687303584
29,19.800318298339842,0.08770793117582798,19.800318298339842,0.27489512956390777
30,20.686027450561525,0.08332963287830353,20.686027450561525,0.06051803971640766
31,20.74564109802246,0.08434106968343258,20.74564109802246,0.008040988564801713
32,20.825462290445962,0.08549416624009609,20.825462290445962,0.002217329010988275
33,20.865566279093425,0.08302095159888268,20.865566279093425,0.0062177927093580365
34,21.416275533040366,0.08105624467134476,21.416275533040366,0.007177895105754336
35,21.080290756225587,0.09940174780786037,21.080290756225587,0.13798895980929957
36,22.557128219604493,0.09908625856041908,22.557128219604493,0.046503273143122595
37,22.27995788574219,0.09278878383338451,22.27995788574219,0.004732271051034331
38,22.298448333740236,0.15520164370536804,22.298448333740236,0.012633261643350125
39,22.06672243754069,0.09222079999744892,22.06672243754069,0.0016427197951513033
40,22.223001556396483,0.08767350763082504,22.223001556396483,0.007331498997130741
41,21.725713221232095,0.11633665859699249,21.725713221232095,0.2581485299471145
42,21.596323267618814,0.10431011021137238,21.596323267618814,0.17547677787641683
43,22.346703440348307,0.09453469514846802,22.346703440348307,0.042270588986575604
44,22.391530227661132,0.09191488660871983,22.391530227661132,0.00950914411029468
45,22.094930572509767,0.09043510258197784,22.094930572509767,0.02014397402914862
46,22.14195587158203,0.09392322413623333,22.14195587158203,0.03654079341019193
47,20.53480010986328,0.10305122472345829,20.53480010986328,0.2420020588922004
48,19.258072408040366,0.0982524286955595,19.258072408040366,0.36740123987197876
49,18.58427001953125,0.09486012533307076,18.58427001953125,0.4006246562798818
50,17.657809219360352,0.09186656773090363,17.657809219360352,0.46560568114121753
