epoch,train_loss,val_loss,gen_loss
1,16.90491299947103,0.10992194712162018,16.90491299947103
2,10.004885330200196,0.09644401259720325,10.004885330200196
3,9.098891728719076,0.09271586686372757,9.098891728719076
4,8.613671023050944,0.0919311735779047,8.613671023050944
5,8.44046380996704,0.09282298944890499,8.44046380996704
6,8.013835798899333,0.08751164376735687,8.013835798899333
7,7.899965152740479,0.08777165971696377,7.899965152740479
8,7.873048413594564,0.08420003950595856,7.873048413594564
9,7.674310131072998,0.08282312750816345,7.674310131072998
10,7.526922136942545,0.08334497734904289,7.526922136942545
11,7.533273442586263,0.08058776892721653,7.533273442586263
12,7.45213285446167,0.08508872985839844,7.45213285446167
13,7.395382232666016,0.08304525166749954,7.395382232666016
14,7.3740289052327475,0.08201336860656738,7.3740289052327475
15,7.361052996317546,0.07791690714657307,7.361052996317546
16,7.269389610290528,0.07863021455705166,7.269389610290528
17,7.223844172159831,0.08115923963487148,7.223844172159831
18,7.228361689249675,0.07794609293341637,7.228361689249675
19,7.176493212381999,0.08278440311551094,7.176493212381999
20,7.189927037556966,0.07845709845423698,7.189927037556966
21,7.173941809336345,0.08174693398177624,7.173941809336345
22,7.1282257652282714,0.07908820174634457,7.1282257652282714
23,7.094901517232259,0.07864439487457275,7.094901517232259
24,7.063702659606934,0.07651103101670742,7.063702659606934
25,7.268963489532471,0.7352586388587952,7.268963489532471
26,7.672262859344483,0.07901309244334698,7.672262859344483
27,7.162300008138021,0.07630916871130466,7.162300008138021
28,7.123038241068522,0.07865403220057487,7.123038241068522
29,7.051772829691569,0.0798287782818079,7.051772829691569
30,7.041901003519694,0.07595064677298069,7.041901003519694
31,6.972597096761068,0.0779923964291811,6.972597096761068
32,7.01298828125,0.07686162926256657,7.01298828125
33,6.94600975672404,0.07736632972955704,6.94600975672404
34,6.924797503153483,0.07508529163897038,6.924797503153483
35,6.89548781077067,0.07482810690999031,6.89548781077067
36,6.875843454996745,0.08256538957357407,6.875843454996745
37,6.9774405415852865,0.07433178089559078,6.9774405415852865
38,6.850721378326416,0.07476374134421349,6.850721378326416
39,6.818881231943767,0.07494787499308586,6.818881231943767
40,6.789203058878581,0.0740277823060751,6.789203058878581
41,6.819406388600667,0.07348213903605938,6.819406388600667
42,6.8116213353474935,0.075218440964818,6.8116213353474935
43,6.75543877919515,0.07325999066233635,6.75543877919515
44,6.711117801666259,0.07355504110455513,6.711117801666259
45,6.727152512868245,0.07493657059967518,6.727152512868245
46,6.733142623901367,0.07270555570721626,6.733142623901367
47,6.721357765197754,0.07306032069027424,6.721357765197754
48,6.671308727264404,0.07265624776482582,6.671308727264404
49,6.697762851715088,0.07288634218275547,6.697762851715088
50,6.66947146097819,0.07253709062933922,6.66947146097819
